Column1,Column2,Column3
RulesInnerConfiscation,PASSPORT CONFISCATION,"<span style=""position: relative; top: 10px; font-family: title_thick, ko-11px-bold;"">여권 압수</span>"
RulesInnerConfiscation,DROP PASSPORT IN CONFISCATION DRAWER,"<span style=""
line-height: 11px
"">압수용 선반에<br>여권을 놓으시오</span>"
RulesInnerConfiscation,POLICY,정책
RulesInnerConfiscation,PASSPORT MUST BE CONFISCATED BEFORE DETAINING,"<span style=""
line-height: 11px;position:relative;top:-3px;
"">체포하는 경우라면<br>구금 전 여권을<br>압수해야 함</span>"
RulesInnerConfiscation,MOI,MOI
tweak-rulesinnerlast-moa-style,propaganda,propaganda
tweak-rulesinnerlast-moa-style,0px,0px
RulesInnerLast,PROPERTY OF,M.O.A.
RulesInnerLast,M.O.A.,자산
RulesInnerLast,GLORY TO ARSTOTZKA,아스토츠카에 영광을
RulesInnerLast,Arstotzkan,아스토츠카
RulesInnerLast,Ministry of Admission,"<span style=""
line-height: 14px
"">입국부</span>"
RulesInnerLast,Rules &amp; Regulations,"<span style=""
line-height: 10px
"">규정&amp;규범</span>"
RulesInnerLast,for Inspectors,"<span style=""
line-height: 14px
"">검사관 용</span>"
RulesInnerLast,1982-1983 Edition,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -4px;"">1982-1983년도 판본</span>"
RulesInnerLast,DO NOT DISTRIBUTE UNDER SEVERE<br>PENALTY,"<span style=""line-height: 11px; font-family: ko-7px, regular_short; position: relative; top: -5px;"">무단 배포 시<br>엄중 처벌</span>"
RulesTabConfL,CONF.,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">목차</span>"
RulesTabConfR,CONF.,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">목차</span>"
RulesTabDocsL,DOCS,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">문서</span>"
RulesTabDocsR,DOCS,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">문서</span>"
RulesTabMapL,MAP,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">지도</span>"
RulesTabMapR,MAP,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">지도</span>"
RulesTabRulesL,RULES,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">규정</span>"
RulesTabRulesR,RULES,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">규정</span>"
RulesUpgrade0,TOGGLE INSPECT,"<span style=""
position: relative; top: 2px;
"">조사 시작</span>"
RulesUpgrade0,SPACE,SPACE
RulesUpgrade1,TOGGLE STAMP BAR,"<span style=""
position: relative; top: 2px;
"">도장 열기</span>"
RulesUpgrade1,TAB,TAB
RulesUpgrade2,RULEBOOK SHORTCUTS,"<span style=""
position: relative; top: 1px;line-height:11px;
"">규정서<br>책갈피</span>"
RulesUpgrade3,QUICK INSPECT,"<span style=""
position: relative; top: 2px;
"">빠른 조사</span>"
RulesUpgrade3,DOUBLE-CLICK,더블 클릭
RulesUpgrade4,MULTITOUCH,"<span style=""
position: relative; top: 2px;
"">멀티 터치</span>"
SeizureSlipInner,Arstotzka Ministry of Admission,"<span style=""font-family:'ko-8px','small_tight'"">아스토츠카 입국부</span>"
SeizureSlipInner,PASSPORT SEIZURE SLIP,여권 압수 안내표
SeizureSlipInner,ENTRY VISA,입국 사증
SeizureSlipInner,Your passport has been seized.,"<span style=""font-family: ko-7px, regular_short; position: relative; line-height: 9px;"">귀하의 여권을 압수했습니다</span>"
SeizureSlipInner,Contact 1509-6103 for redress.,"<span style=""font-family: ko-7px, regular_short; position: relative; top: 0px; line-height: 9px;"">시정 문의: 1509-6103</span>"
SpyDocsInnerBack,Mating Habits of Lesser Kolechian Waterfowl,"<span style=""
position: relative; top: 2px;
line-height: 12px;
"">
소형 콜레치아<br>물새류의 짝찟기 습관</span>"
SpyDocsInnerBack,A FULL REPORT,상세 보고서
SpyDocsInnerBack,Ministry of Information,정보부
TranscriptInner,AUDIO TRANSCRIPT,음성 기록
VaccineCertInner,Certificate<span>of</span>Vaccination,"<div style=""position:relative;top:15px;line-height:8px"">백신 증명서</div>"
VaccineCertInner,ID#,"<span style=""position:relative;top:-1px;"">등록 번호</span>"
VaccineCertInner,DATE,"<span style=""position:relative;top:-1px;"">날짜</span>"
VaccineCertInner,VACCINE,"<span style=""position:relative;top:-1px;"">백신</span>"
VaccineCertInner,Vax valid for 3 years,"<span style=""position:relative;top:-1px;"">백신 유효 기간: 3년</span>"
VisaSlipInner,TEMPORARY VISA SLIP,"<span style=""font-family:'ko-8px';"">임시 사증 안내표</span>"
VisaSlipInner,ENTRY VISA,입국 사증
VisaSlipInner,TO BE USED FOR DENIALS ONLY,"<span style=""font-family:'ko-8px';"">입국 거부자 전용</span>"
WorkPermitInner,Ministry of Labor,노동부
WorkPermitInner,Work Pass,"<span style=""position: relative; top: 2px; font-family: title_tall, ko-16px-thin;"">노동 허가서</span>"
WorkPermitInner,This pass grants its holder the right to work in a specific field for a limited time.,"<span style=""line-height: 9px; font-family: ko-7px, regular_short;"">본 허가서는 소유주에게 제한된 기간 동안 특정 분야에서 노동할 수 있는 권한을 제공함.</span>"
WorkPermitInner,HOLDER,"<span style=""position: relative; top: -1px; font-family: ko-7px, regular_short;"">소유주</span>"
WorkPermitInner,FIELD,"<span style=""position: relative; top: -1px; font-family: ko-7px, regular_short;"">분야</span>"
WorkPermitInner,UNTIL,"<span style=""position: relative; top: -1px; font-family: ko-7px, regular_short;"">기한</span>"
WorkPermitInner,Keep this pass with you at all times.,"<span style=""line-height: 9px; position: relative; top: 4px; font-family: ko-7px, regular_short;"">항시 소지하고 있어야 함</span>"
EndNews,Kolechian Consensus Reached Over Grestin,"<span style=""line-height: 9px; font-family: ko-7px, regular_short;"">콜레치아 협정서<br>그레스틴에 도달하다</span>"
ApartmentClass,CLASS,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">급</span>"
DetainButton,DETAIN,"<span style=""font-family:'ko-9px';font-size:10px;"">구금</span>"
FingerprintButton,FINGERPRINT,"<span style=""font-family:'ko-9px';font-size:10px;"">지문</span>"
tweak-searchbutton-padding-left,4px,4px
SearchButton,SEARCH,"<span style=""font-family:'ko-9px';font-size:10px;"">수색</span>"
EmblemsMOA,M.O.A,M.O.A
EmblemsMOA,M.O.L,M.O.L
EmblemsMOL,M.O.L,M.O.L
Filer,CONFISCATED DOCUMENTS,"<span style=""font-family: ko-7px, regular_short; position: relative; top: -1px;"">압수된 문서</span>"
Filer,PROPERTY OF,M.O.A.
Filer,M.O.A.,자산
GiveIcon,GIVE,"<span style=""font-family:'ko-8px-9px';"">전달</span>"
LoadButtonNew,NEW,신규
LoadDay,DAY,"<span style=""position: relative; top: -1px; font-family: ko-7px, regular_short;"">일</span>"
LoadDrag,DRAG TO SCROLL,"<span style=""position: relative; top: -1px; font-family: ko-7px, regular_short;"">드래그: 화면이동</span>"
News,The Truth of Arstotzka,"<span style=""position:relative; top:-7px;"">아스토츠카의 진실</span>"
News,No Charge,"<span style=""position:relative; top:1px;font-family:'ko-8px'"">무료</span>"
ReasonButton,REASON,"<span style=""font-family:'ko-9px';font-size:10px;position:relative;top:-1px"">사유</span>"
RifleKill,KILL,"<span style=""position: relative; top: -1px; font-family: ko-7px, regular_short;"">사살용</span>"
RifleTranq,TRANQ,"<span style=""position: relative; top: -1px; font-family: ko-7px, regular_short;"">마취용</span>"
StampBarMid,ALIGN VISA BENEATH STAMP,"<span style=""font-family:'ko-8px-9px'"">사증을 도장 아래에 놓으시오</span>"
Upgrades,SPACE,SPACE
Upgrades,TAB,TAB
image:ArskickersInner.png,capture/ArskickersInner.png,final/ko/ArskickersInner.png
ArskickersInner,HANG ON WALL,"<span style=""font-family:'ko-8px-9px'"">벽걸이용</span>"
image:BrothelFlyerInner.png,capture/BrothelFlyerInner.png,final/ko/BrothelFlyerInner.png
BrothelFlyerInner,East Grestin,"<span style=""
position: relative; top: 4px
"">동 그레스틴</span>"
BrothelFlyerInner,FOR ALL YOUR FANTASIES,당신의 모든 환상을 위해
image:PezpertInner.png,capture/PezpertInner.png,final/ko/PezpertInner.png
PezpertInner,STAMP HERE,"<span style=""
position: relative; top: 2px
"">입꾹 사중</span>"
image:SonDrawingInner.png,capture/SonDrawingInner.png,final/ko/SonDrawingInner.png
SonDrawingInner,hanG on wAll,벽껄이융
image:SonDrawingOuter.png,capture/SonDrawingOuter.png,final/ko/SonDrawingOuter.png
image:SonDrawingMount.png,capture/SonDrawingMount.png,final/ko/SonDrawingMount.png
image:VictimPhotoInnerBack.png,capture/VictimPhotoInnerBack.png,final/ko/VictimPhotoInnerBack.png
image:Emotions.png,export/Emotions.png,final/ko/Emotions.png
image:LoadButtonLatest.png,export/LoadButtonLatest.png,final/ko/LoadButtonLatest.png
image:InkApproved.png,export/InkApproved.png,final/ko/InkApproved.png
image:InkDenied.png,export/InkDenied.png,final/ko/InkDenied.png
image:StampBotApproved.png,export/StampBotApproved.png,final/ko/StampBotApproved.png
image:StampBotDenied.png,export/StampBotDenied.png,final/ko/StampBotDenied.png
image:ReasonStampTop.png,export/ReasonStampTop.png,final/ko/ReasonStampTop.png
image:InkReason.png,export/InkReason.png,final/ko/InkReason.png
image:Arstotzka.png,export/Arstotzka.png,final/ko/Arstotzka.png
image:Intro1.png,export/Intro1.png,final/ko/Intro1.png
image:Obrinspector.png,export/Obrinspector.png,final/ko/Obrinspector.png
image:Shutter.png,export/Shutter.png,final/ko/Shutter.png
news:RANDOM_WEATHER,The Weather,날씨
news:RANDOM_SPORTS,Sports,스포츠
news:RANDOM_ENTERTAINMENT,Entertainment,연예
news:RANDOM_POLITICS,Politics,정치
news:FIRST_DAY,Grestin Border Checkpoint Opens At Last!,그레스틴 국경 검문소 마침내 개방!
news:FIRST_DAY,After 6 Long Years. Can the Ministry of Admission Keep Us Safe?,장장 6년의 세월. 입국부는 우리를 지켜줄 수 있는가?
news:FIRST_DAY,Families To Reunite,가족 재결합
news:CHECKPOINT_SUCCESS,Grestin Checkpoint a Success!,성황리 진행된 그레스틴 검문소!
news:CHECKPOINT_SUCCESS,"Entry Restrictions To Relax, Admit Foreigners","입국 제한을 완화하고, 외국인들을 수용하기로"
news:CHECKPOINT_SUCCESS,Analysts Upbeat,낙관적인 분석
news:CHECKPOINT_SUCCESS,Increased Trade And Cooperation Predicted,무역 및 협력 증가 예상
news:FIRST_TERRORISTS,Terrorists Strike At Grestin!,그레스틴에서 테러리스트 공격!
news:FIRST_TERRORISTS,Kolechian Agitators Suspected.,콜레치아 출신 선동가 의심 중
news:FIRST_TERRORISTS,Checkpoint Lockdown,검문소 닫히다
news:FIRST_TERRORISTS,More Guards - More Scrutiny,더 많아진 경비원 - 더 세밀해진 조사
news:BLACKMARKET_EXPLODES,Blackmarket Activity Explodes,암시장 활동 폭발
news:BLACKMARKET_EXPLODES,Government Blames Lax Immigration Controls,정부 측에선 느슨한 이민 정책으로 간주
news:BLACKMARKET_EXPLODES,Checkpoint Expansion Postponed,검문소 확장 지연되다
news:WORKPERMIT_FIRST,"Jobs Few, Becoming Fewer","줄어만 가는 일자리, 더 줄어든다"
news:WORKPERMIT_FIRST,Immigrants Taking Jobs From Locals,이민자들의 일자리 강탈
news:KOLECHIA_COMPLAINS_SEARCH,Kolechian Leader Files Complaint,콜레치아 지도자 고소 선언
news:KOLECHIA_COMPLAINS_SEARCH,Claims Unprovoked Border Searches Violate Rights,이유 없는 국경 심문이 기본권 침해임을 주장
news:AFTER_SUICIDE_BOMBER,Another Attack At Grestin Checkpoint!,그레스틴 검문소 다시 공격받다!
news:AFTER_SUICIDE_BOMBER,Suicide Bomber Slips Through Security,보안을 틈타 자살 폭탄 스며들어
news:GENERIC_BOMBER,Grestin Suffers Another Border Attack,"그레스틴, 연이은 국경 공격에 몸살"
news:GENERIC_BOMBER,Suicide Bombings Becoming Routine,자살 폭탄이 행사처럼 이어져
news:PIMP_BUSTED,Human Trafficking Ring Shut Down!,인신 매매의 고리 끊어지다!
news:PIMP_BUSTED,Grestin Checkpoint Officer Nabs Mastermind,그레스틴 검문소장이 주동자 붙잡아
news:PIMP_ESCAPED,Dancers At Grestin Club Found Dead!,그레스틴 클럽 내 댄서들 사망한 채로 발견!
news:PIMP_ESCAPED,Newly Immigrated Girls Victims Of Human Trafficking,새로 이민 온 여성들 인신매매의 희생양 되어
news:KILLERATHLETE,Republian Track Star Wanted For Murder!,리퍼블리아의 육상 스타 살인 혐의로 현상 수배!
news:KILLERATHLETE,Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia,"Vince Lestrade의 행방 묘연, 리퍼블리아에서 도주 예상"
news:KILLERATHLETE,Vince Lestrade: Profile,Vince Lestrade: 분석
news:KILLERATHLETE,Girlfriend Killed In Jealous Rage?,질투심에 여자친구를 살해했나?
news:KILLERATHLETE_DETAINED,Vince Lestrade Apprehended In Grestin!,"Vince Lestrade, 그레스틴에서 체포 되다!"
news:KILLERATHLETE_DETAINED,Track Champ Looks Quite Guilty Now,육상 챔피언도 이젠 범죄자에 지나지 않아
news:KILLERATHLETE_APPROVED,Vince Lestrade Spotted in Arstotzka,"Vince Lestrade, 아스토츠카에서 목격"
news:KILLERATHLETE_DENIED,Vince Lestrade Apprehended In Kolechia!,"Vince Lestrade, 콜레치아에서 체포 되다!"
news:DIPLOMAT_FIRST,Kolechia Sends Top-Level Diplomat,"콜레치아, 외교장관 보내다"
news:DIPLOMAT_FIRST,Normalizing Trade Top Issue,중대한 무역 이슈 정상화를 위해
news:BUSTED_SPY,Top-level Kolechian Exposed as Arstotzkan Spy!,"콜레치아 외교장관, 아스토츠카 스파이로 알려져!"
news:BUSTED_SPY,"Missing From Post, Presumed Dead","국경에서 행방 묘연, 사망으로 추정돼"
news:BUSTED_SPY_GAVEREALDOCS,Kolechia Cleans House - Eliminates Arstotzkan Spies,콜레치아의 집 청소 - 아스토츠카 스파이 제거가 목적
news:BUSTED_SPY_GAVEREALDOCS,Heroic Agents Compromised,영웅 요원들의 위치 위험해
news:BUSTED_SPY_GAVEFAKEDOCS,Kolechia Cleans House - Attacks Its Own!,콜레치아의 집 청소 - 자기 편을 공격하다!
news:BUSTED_SPY_GAVEFAKEDOCS,Round Of Disappearances Blamed On Faulty Evidence,"연이은 실종, 잘못된 정보 탓만"
news:FORGERY_NEWS,Theft At Ministry Of Admission!,입국부에서의 도난 사건!
news:FORGERY_NEWS,Limited Effects - Few Items Stolen,미미한 영향 - 훔쳐진 물건 거의 없어
news:SECRET_SOCIETY,The History of Arstotzka,아스토츠카의 역사
news:SECRET_SOCIETY,In Pictures and Words - Mostly Words,사진과 글로 보기 - 대부분은 글이지만
news:CRIMINAL_ACTIVITY,A Criminal's Safe Haven,범죄자의 천국
news:CRIMINAL_ACTIVITY,Arstotzka Earns Dubious Reputation,"아스토츠카, 의심스럽다는 평판 얻어"
news:LOSING_GUARDS,Ministries Fight Over Staff,직원과 부서 간 갈등
news:LOSING_GUARDS,"Qualified Guards, Soldiers In Demand","검증받은 경비, 군인들이 필요해"
news:LOSING_GUARDS,"Consolidation, Reassignment At Border",국경의 강화 및 인사 재배치
news:LOSING_GUARDS,Still Safe With Smaller Detail?,아직도 사소한 일에도 안전할까?
news:RUNNER_AFTER_TRANQ,Grestin Incident Highlights Security Risks,"그레스틴 사건, 보안 위험 조명하다"
news:RUNNER_AFTER_TRANQ,Further Breaches Predicted,추가 침입 예측돼
news:BIKE_ATTACK,Daring Bike Attack At Grestin Checkpoint!,그레스틴 검문소를 향한 오토바이 공격!
news:BIKE_ATTACK,Extremists Growing Bolder - Grestin Like Magnet,대담해져가는 극단주의자들 - 자석처럼 그레스틴에 끌려와
news:BORDER_TARGETED,Can The Wall Hold?,장벽은 지킬 수 있는가?
news:BORDER_TARGETED,Border Safety Continually Questioned,국경 보안 계속해서 질문 받아
news:BIKERUNNER_NEWS,Coordinated Border Breach!,계획적 국경 공격!
news:BIKERUNNER_NEWS,Unknown Assailants Swamp Security,신원 미상의 공격자들 보안 팀에게 쇄도해
news:NOSY_JOURNALIST_APPROVED,Arstotzka's Frail Border,아스토츠카의 연약한 국경
news:NOSY_JOURNALIST_APPROVED,United Fed Reporter Exposes Lax Protocols,연합 연방국 기자의 느슨한 경비 폭로
news:NOSY_JOURNALIST_DENIED,Arstotzka's Iron Border,아스토츠카의 철통 같은 국경
news:NOSY_JOURNALIST_DENIED,Int. Media Reveals Entry Visa Bias,"국제 언론, 편향된 입국 사증 발급에 대해 폭로하다"
news:IDSUPPLEMENT_INTRO,Another Bomber Slips Through!,또 폭탄범이 숨어들어!
